Age,M,F
0-4,6521164,6218931
5-9,6143321,5879921
10-14,5892659,5647324
15-19,5295243,5083921
20-24,5776123,5581595
25-29,5322621,5181135
30-34,5135059,5277104
35-39,4734512,5632512
40-44,3264832,3921611
45-49,4535621,5482651
50-54,4825000,5652290
55-59,4615260,5255436
60-64,3608876,4631960
65-69,2579699,3811029
70-74,1990992,2969650
75-79,1316940,2011121
80-84,711497,1119136
85-89,234458,404886
90-94,39501,85304
95-99,4725,11800
100+,345,790
