Age,M,F
0-4,4826880,4590419
5-9,4903457,4666624
10-14,5007589,4766546
15-19,5127196,4898194
20-24,5262556,5079362
25-29,5417185,5293812
30-34,5537780,5426034
35-39,5652900,5518620
40-44,5830779,5662324
45-49,5989929,5797575
50-54,6114350,5961252
55-59,6322554,6287139
60-64,6046510,6191527
65-69,5432227,5724540
70-74,5402211,5864403
75-79,5566129,6300126
80-84,4622003,5603395
85-89,2871402,3900631
90-94,1294010,2093163
95-99,358322,710224
100+,44045,115853
