Age,M,F
0-4,5028366,4785262
5-9,5192374,4942974
10-14,5396712,5147280
15-19,5725029,5497896
20-24,5727814,5606937
25-29,5588845,5547812
30-34,6212924,6125342
35-39,7350638,7206866
40-44,7550615,7412651
45-49,6865405,6810458
50-54,6209055,6277182
55-59,5726968,5796956
60-64,4853626,5035480
65-69,4612166,5132151
70-74,3524981,4338899
75-79,2648664,3902334
80-84,1610506,3199113
85-89,538421,1366806
90-94,234224,815344
95-99,40799,195140
100+,3146,19626
