Age,M,F
0-4,4644523,4417218
5-9,4724727,4496540
10-14,4827429,4595029
15-19,4915621,4696657
20-24,4982375,4812320
25-29,5063443,4952006
30-34,5194571,5116719
35-39,5335290,5266387
40-44,5451189,5383984
45-49,5560551,5498059
50-54,5649328,5599469
55-59,5675376,5661938
60-64,5575465,5603050
65-69,5421926,5508200
70-74,5291122,5463066
75-79,5047540,5352828
80-84,4536515,5084012
85-89,3641123,4504157
90-94,2090574,3019164
95-99,713588,1261823
100+,139765,335281
