Age,M,F
0-4,5243985,4993817
5-9,5068186,4834501
10-14,5750066,5481121
15-19,6967310,6657291
20-24,7283770,6986830
25-29,6812505,6557420
30-34,6396660,6200794
35-39,6161662,5919640
40-44,5533827,5325397
45-49,5715366,5606194
50-54,5007109,5025481
55-59,4629956,5051268
60-64,3907098,5135556
65-69,2328088,3332055
70-74,2653170,4272626
75-79,1998411,3619829
80-84,1107093,2326933
85-89,394651,1083005
90-94,92456,317087
95-99,14447,52294
100+,1143,4157
