Age,M,F
0-4,11445516,10941711
5-9,11411639,10912740
10-14,11353239,10863525
15-19,11536390,11082929
20-24,11989245,11583299
25-29,12426480,12064108
30-34,12677636,12354339
35-39,12737061,12445450
40-44,12654076,12390632
45-49,12556972,12322742
50-54,12485626,12291390
55-59,12363760,12235846
60-64,12108649,12082093
65-69,11684077,11791786
70-74,10950496,11211964
75-79,9930366,10360403
80-84,8908057,9537899
85-89,7456713,8315059
90-94,4931696,5849355
95-99,2284567,2958130
100+,627473,966529
