Age,M,F
0-4,3920035,3717921
5-9,4411915,4190298
10-14,5195529,4943243
15-19,4612328,4400908
20-24,4219543,4026662
25-29,4083333,3913397
30-34,4741942,4557080
35-39,5465992,5322421
40-44,4615909,4587755
45-49,4158377,4157341
50-54,3905057,4005142
55-59,3380492,3626182
60-64,2368268,3033028
65-69,1800022,2424679
70-74,1506539,2053755
75-79,1002645,1442061
80-84,524616,853409
85-89,189017,366377
90-94,40910,98115
95-99,5012,14925
100+,286,1014
