Age,M,F
0-4,4065845,3877454
5-9,4619385,4404997
10-14,5530946,5310784
15-19,4893983,4769865
20-24,4326755,4245148
25-29,4179928,4135934
30-34,3842848,3861702
35-39,2889322,3364334
40-44,2299070,2811109
45-49,2243575,2592608
50-54,2059958,2220486
55-59,1794408,1854643
60-64,1442960,1505179
65-69,1042146,1153447
70-74,695562,868828
75-79,383404,577327
80-84,174479,317193
85-89,53355,114989
90-94,8815,24312
95-99,780,2693
100+,30,127
