Age,M,F
0-4,3245710,3075752
5-9,3649150,3461046
10-14,4084220,3878096
15-19,4789307,4554739
20-24,5007586,4797629
25-29,4285824,4136477
30-34,4054178,3891568
35-39,4246205,4085365
40-44,5065818,4916528
45-49,5141381,5088841
50-54,4229034,4280249
55-59,3854872,3992446
60-64,3458524,3753809
65-69,2649538,3223064
70-74,1717990,2524767
75-79,1214980,1907858
80-84,772725,1323631
85-89,324838,644265
90-94,93714,219991
95-99,16579,45735
100+,757,2621
