Age,M,F
0-4,2857042,2707447
5-9,2887651,2736950
10-14,3032965,2875914
15-19,3112947,2954116
20-24,3384722,3217276
25-29,3803685,3622104
30-34,4168850,4009544
35-39,5072770,4871544
40-44,4586139,4462045
45-49,4132225,4023882
50-54,3894791,3812382
55-59,4297392,4270296
60-64,4898612,5046919
65-69,4066043,4426348
70-74,3251116,3764691
75-79,2559853,3348554
80-84,1710339,2680171
85-89,788022,1722462
90-94,265505,818139
95-99,59839,256692
100+,5825,35156
