Age,M,F
0-4,3968336,3764132
5-9,4890492,4645725
10-14,5064097,4821540
15-19,4420880,4214618
20-24,4111635,3924240
25-29,4278051,4098017
30-34,5147363,4962963
35-39,5260599,5155755
40-44,4388825,4365603
45-49,4094179,4108867
50-54,3805056,3916268
55-59,3048658,3440639
60-64,2140418,2814565
65-69,1760683,2328499
70-74,1440439,1917308
75-79,928272,1308564
80-84,479361,761129
85-89,171783,322924
90-94,39988,92225
95-99,6293,17603
100+,224,827
