Age,M,F
0-4,2087672,1979608
5-9,2138449,2028159
10-14,2161632,2050551
15-19,2184788,2073793
20-24,2252873,2141120
25-29,2410472,2294321
30-34,2720347,2592813
35-39,2906358,2774586
40-44,2935306,2807876
45-49,3026246,2903981
50-54,3076932,2968185
55-59,3246490,3161446
60-64,3554525,3513482
65-69,3742950,3811021
70-74,4205170,4447990
75-79,3733926,4199402
80-84,2729940,3409942
85-89,1863746,2718959
90-94,1100332,2052806
95-99,450571,1186884
100+,63264,317075
