Age,M,F
0-4,1760692,1670300
5-9,1775570,1684792
10-14,1814018,1721626
15-19,1903277,1807429
20-24,2031850,1931676
25-29,2144334,2041252
30-34,2206354,2102915
35-39,2232957,2131148
40-44,2245884,2147203
45-49,2289670,2194753
50-54,2414045,2323285
55-59,2678130,2595079
60-64,2805314,2749536
65-69,2758884,2753615
70-74,2737055,2809248
75-79,2621176,2811031
80-84,2461284,2860539
85-89,2136699,2853166
90-94,1452335,2411208
95-99,680970,1573424
100+,128293,545453
