Age,M,F
0-4,4072682,3877063
5-9,4206355,4004193
10-14,4359533,4151326
15-19,4505691,4294449
20-24,4621726,4416341
25-29,4736909,4545918
30-34,4863447,4692933
35-39,4997021,4851396
40-44,5119587,5005519
45-49,5188187,5121482
50-54,5199070,5191466
55-59,5005894,5076549
60-64,4803829,5020690
65-69,4381778,4771036
70-74,3918086,4461394
75-79,2985544,3724067
80-84,2152728,2903169
85-89,1353414,1996104
90-94,676747,1092949
95-99,211553,389985
100+,36072,75238
