Age,M,F
0-4,3688587,3510026
5-9,3802966,3617793
10-14,3928208,3737265
15-19,4045222,3850886
20-24,4147768,3955796
25-29,4264157,4079377
30-34,4388638,4214881
35-39,4502091,4343591
40-44,4617256,4478147
45-49,4732261,4619068
50-54,4833110,4755520
55-59,4892790,4866741
60-64,4860115,4911735
65-69,4716407,4865958
70-74,4309116,4572697
75-79,3791371,4216201
80-84,2985048,3535185
85-89,2073612,2647842
90-94,1030501,1505829
95-99,367600,617724
100+,74862,150250
