Age,M,F
0-4,5871369,5669749
5-9,5776635,5601531
10-14,5414618,5320242
15-19,4859840,5057144
20-24,4249956,4527863
25-29,3706531,3987138
30-34,3210814,3390519
35-39,2660659,2832991
40-44,2216457,2336999
45-49,1717768,1778446
50-54,1433153,1466938
55-59,1121625,1186306
60-64,918529,1029810
65-69,725925,855673
70-74,527492,637910
75-79,317585,419033
80-84,202300,282446
85-89,93319,138818
90-94,35733,55489
95-99,8928,14580
100+,1642,2787
