Age,M,F
0-4,4696045,4475799
5-9,4855824,4629131
10-14,5030188,4798306
15-19,5198849,4965707
20-24,5340536,5119472
25-29,5432069,5244744
30-34,5491202,5346090
35-39,5379737,5288487
40-44,5316978,5334290
45-49,5085206,5238129
50-54,4903927,5175162
55-59,4215723,4742051
60-64,3695351,4338190
65-69,3200666,3923368
70-74,2698106,3411034
75-79,1954417,2615617
80-84,1281908,1778052
85-89,682879,1023471
90-94,283424,457384
95-99,74941,130401
100+,11959,22212
