Age,M,F
0-4,4104131,4003235
5-9,3415070,3341279
10-14,2853581,2799916
15-19,2198826,2158385
20-24,1806926,1763953
25-29,1432305,1422705
30-34,1233931,1262835
35-39,1079540,1122731
40-44,912731,941374
45-49,685316,743309
50-54,618835,678634
55-59,501781,553564
60-64,429492,467678
65-69,316576,345846
70-74,206680,229941
75-79,126106,145358
80-84,66204,78219
85-89,26939,32438
90-94,5927,7330
95-99,1542,2021
100+,279,394
