Age,M,F
0-4,4863392,4636914
5-9,5037692,4804530
10-14,5224195,4984845
15-19,5392091,5152316
20-24,5496805,5278593
25-29,5559158,5377024
30-34,5448473,5319003
35-39,5392965,5370408
40-44,5176716,5286471
45-49,5025190,5245477
50-54,4366919,4840499
55-59,3892010,4478284
60-64,3457658,4125059
65-69,3031936,3696690
70-74,2334884,2980071
75-79,1685972,2201467
80-84,1045054,1453154
85-89,550960,812130
90-94,212421,332403
95-99,61074,101539
100+,9443,17145
