Age,M,F
0-4,5595509,5415388
5-9,5252000,5103270
10-14,4526710,4442183
15-19,3690245,3676476
20-24,3004222,3034878
25-29,2442433,2467137
30-34,1866760,1862635
35-39,1586119,1553308
40-44,1284699,1285775
45-49,1107518,1159797
50-54,944442,1023087
55-59,766746,835921
60-64,541876,630624
65-69,448848,535716
70-74,321051,391184
75-79,230009,279964
80-84,127239,158136
85-89,52162,67332
90-94,16632,22456
95-99,3913,5357
100+,684,926
