Age,M,F
0-4,5046230,4812970
5-9,5232589,4991611
10-14,5419151,5172232
15-19,5551999,5312571
20-24,5629178,5412150
25-29,5521065,5350991
30-34,5467305,5402696
35-39,5257059,5324415
40-44,5123247,5297032
45-49,4484206,4911078
50-54,4042936,4578224
55-59,3656062,4268591
60-64,3293657,3901248
65-69,2643936,3247610
70-74,2034626,2528196
75-79,1391552,1818491
80-84,854400,1168600
85-89,418259,599920
90-94,175179,264151
95-99,48051,79077
100+,8090,14456
