Age,M,F
0-4,2008032,1899521
5-9,2353136,2232527
10-14,2412899,2289041
15-19,2080181,1988021
20-24,1942085,1878268
25-29,2128278,2083085
30-34,1776231,1733964
35-39,1637706,1604177
40-44,1602999,1569507
45-49,1644924,1657288
50-54,1734789,1801038
55-59,1455822,1580021
60-64,1484103,1686448
65-69,1268032,1571318
70-74,908381,1320371
75-79,498547,953982
80-84,250798,594242
85-89,98655,284556
90-94,25888,91763
95-99,3699,16315
100+,264,1422
