Age,M,F
0-4,1924911,1833119
5-9,1938367,1846570
10-14,1957966,1865692
15-19,2011684,1919040
20-24,2090797,1998536
25-29,2153839,2062983
30-34,2194640,2105924
35-39,2227355,2140699
40-44,2263047,2178392
45-49,2296495,2214357
50-54,2315591,2237364
55-59,2295770,2224637
60-64,2234591,2174895
65-69,2179822,2135684
70-74,2152108,2129586
75-79,2090379,2102625
80-84,1908513,1979509
85-89,1612032,1766570
90-94,997691,1207431
95-99,364416,516600
100+,71174,131862
