Age,M,F
0-4,1934133,1841727
5-9,1924772,1833603
10-14,1966723,1874041
15-19,2055387,1960549
20-24,2143024,2050650
25-29,2301035,2207717
30-34,2253342,2172304
35-39,2098916,2034191
40-44,2228831,2173117
45-49,2359389,2313439
50-54,2379747,2389348
55-59,2240683,2298415
60-64,2050062,2099622
65-69,1949677,2040885
70-74,1964478,2113998
75-79,1736293,1918815
80-84,1242821,1431078
85-89,752691,941285
90-94,388937,553524
95-99,86506,149314
100+,9427,22400
