Age,M,F
0-4,1819273,1731377
5-9,1952295,1857290
10-14,1974429,1879848
15-19,1842958,1778556
20-24,1752166,1753937
25-29,2010366,2039822
30-34,2304320,2341831
35-39,2304066,2352302
40-44,1991777,2024319
45-49,1829849,1857985
50-54,1986413,2017043
55-59,1612907,1650549
60-64,1414208,1478653
65-69,1254481,1367990
70-74,1069044,1288840
75-79,831037,1180558
80-84,461745,802984
85-89,225492,529449
90-94,64426,221557
95-99,9597,50951
100+,715,5900
