Age,M,F
0-4,1985088,1890144
5-9,1985234,1890890
10-14,1952336,1860126
15-19,1975440,1884627
20-24,2085246,1993719
25-29,2202416,2110386
30-34,2265323,2177627
35-39,2383297,2296436
40-44,2300322,2227047
45-49,2118395,2062560
50-54,2221387,2177162
55-59,2322863,2292327
60-64,2307988,2338566
65-69,2127142,2213301
70-74,1881838,1971141
75-79,1685473,1828176
80-84,1509697,1721518
85-89,1052582,1280080
90-94,477996,642303
95-99,127241,201546
100+,17874,37122
