Age,M,F
0-4,2092364,1994566
5-9,2009909,1920392
10-14,1814028,1731045
15-19,1953657,1872458
20-24,2163068,2089981
25-29,2279842,2261205
30-34,2228715,2255396
35-39,2122035,2130712
40-44,2123515,2157666
45-49,2298373,2361741
50-54,2272611,2333924
55-59,1985147,2029519
60-64,1741175,1799263
65-69,1779505,1876326
70-74,1326885,1452282
75-79,1002850,1178596
80-84,710375,924712
85-89,394037,632122
90-94,137393,307343
95-99,23741,77592
100+,2272,11810
