Age,M,F
0-4,1914792,1823485
5-9,1958736,1865953
10-14,2013167,1917975
15-19,2067617,1974196
20-24,2230797,2135220
25-29,2202882,2118767
30-34,2067547,1999318
35-39,2214424,2154054
40-44,2359891,2307750
45-49,2394256,2396502
50-54,2269422,2318364
55-59,2096792,2133669
60-64,2023699,2096748
65-69,2088770,2212022
70-74,1929378,2078569
75-79,1505584,1663431
80-84,1081127,1264523
85-89,760653,975975
90-94,287956,427527
95-99,66897,123541
100+,7455,19324
