Age,M,F
0-4,11251292,10754359
5-9,11398636,10903447
10-14,11545489,11047995
15-19,11688683,11170622
20-24,11868656,11324852
25-29,12132516,11579942
30-34,11463938,10795219
35-39,11591073,10885199
40-44,11169280,10595610
45-49,10122968,9825570
50-54,9280687,9473013
55-59,9517976,9833324
60-64,8361674,8775666
65-69,7024860,7631758
70-74,5255136,6138267
75-79,3350998,4349463
80-84,1771778,2536427
85-89,650128,1027199
90-94,144778,311421
95-99,22066,58239
100+,1798,5857
