Age,M,F
0-4,7541181,7350200
5-9,5668187,5544581
10-14,4372845,4572093
15-19,4139310,4398226
20-24,3982738,4148566
25-29,3509577,3607516
30-34,3028130,2991948
35-39,2457712,2346178
40-44,2054687,2003546
45-49,1873778,1833070
50-54,1555441,1562524
55-59,1146711,1217483
60-64,833918,891902
65-69,629571,714629
70-74,437358,496696
75-79,242823,299212
80-84,105329,133153
85-89,20459,32960
90-94,2009,4204
95-99,157,420
100+,10,27
