Age,M,F
0-4,12479287,11948475
5-9,11843178,11207107
10-14,12068289,11382380
15-19,11732561,11145324
20-24,10748611,10395750
25-29,10055734,10127415
30-34,10710063,10721206
35-39,10041007,9919381
40-44,9371152,9159616
45-49,8288947,8151405
50-54,6915004,6909067
55-59,5624594,5545072
60-64,4084676,3898057
65-69,2592724,2902543
70-74,1786465,2138606
75-79,1076248,1509937
80-84,478905,761083
85-89,193972,332584
90-94,37367,83705
95-99,3825,11084
100+,233,618
