Age,M,F
0-4,11141158,10747346
5-9,11189370,10831343
10-14,11366955,11035954
15-19,10750534,10481437
20-24,9895632,9716639
25-29,8926584,8809397
30-34,7752933,7628302
35-39,6514574,6409579
40-44,4973899,4917477
45-49,3707372,3942374
50-54,3308595,3627054
55-59,2946426,3233128
60-64,2319554,2597342
65-69,1687853,1909092
70-74,1055887,1230108
75-79,590833,759584
80-84,288375,408409
85-89,80804,118881
90-94,11578,19310
95-99,874,1589
100+,40,82
