Age,M,F
0-4,8212429,7813884
5-9,8447433,8034659
10-14,8713910,8286684
15-19,8965032,8505719
20-24,9184596,8683131
25-29,9386136,8850134
30-34,9595004,9037557
35-39,9802274,9236654
40-44,10020235,9456571
45-49,10225141,9677825
50-54,10366766,9861198
55-59,10365498,9942311
60-64,10189578,9899582
65-69,9808050,9717041
70-74,9153514,9330266
75-79,8123405,8626427
80-84,6562737,7398216
85-89,4095612,4957511
90-94,2032712,2786166
95-99,612426,1017229
100+,90614,200602
