Age,M,F
0-4,11006688,10514701
5-9,11215440,10722288
10-14,11376869,10882627
15-19,11501777,10990820
20-24,11605527,11072638
25-29,11774901,11223353
30-34,12037838,11485046
35-39,11362439,10704132
40-44,11459829,10779875
45-49,10987057,10462334
50-54,9864750,9653307
55-59,8905795,9236075
60-64,8919958,9465740
65-69,7551366,8265049
70-74,5979209,6914889
75-79,4050667,5165255
80-84,2194999,3204068
85-89,896892,1494845
90-94,224488,430612
95-99,30038,80630
100+,2507,8026
