Age,M,F
0-4,8740183,8320222
5-9,9000432,8566182
10-14,9257834,8810837
15-19,9487637,9011370
20-24,9699093,9185561
25-29,9905474,9362973
30-34,10134681,9575052
35-39,10371297,9808414
40-44,10580224,10026170
45-49,10692787,10166371
50-54,10685022,10217786
55-59,10566694,10203176
60-64,10322448,10120830
65-69,9917025,9960386
70-74,9242887,9634691
75-79,7451099,8071752
80-84,5730343,6667203
85-89,3445514,4499581
90-94,1413568,2200176
95-99,365346,736080
100+,54556,144660
