Age,M,F
0-4,8858690,8530333
5-9,8967052,8692482
10-14,9118089,8896896
15-19,8301974,8161435
20-24,7375523,7342735
25-29,6954511,7021006
30-34,6459501,6590716
35-39,5514528,5670792
40-44,4648803,4814448
45-49,3693952,3864134
50-54,2851359,3028509
55-59,2436252,2638876
60-64,1830543,2044492
65-69,1443917,1685613
70-74,943727,1168203
75-79,563202,754491
80-84,303769,441938
85-89,116377,192087
90-94,28584,54965
95-99,4651,9669
100+,355,710
