Age,M,F
0-4,9256579,8993395
5-9,8382172,8210624
10-14,7503872,7395297
15-19,7145906,7087047
20-24,6686442,6674887
25-29,5748855,5772285
30-34,4893555,4936463
35-39,3945739,4004375
40-44,3119320,3189774
45-49,2761339,2849647
50-54,2196231,2295554
55-59,1898017,2014968
60-64,1404979,1535200
65-69,993646,1147745
70-74,706043,856190
75-79,421359,545724
80-84,192802,277575
85-89,70906,110863
90-94,15481,26551
95-99,2043,4169
100+,147,317
