Age,M,F
0-4,5454754,5197425
5-9,5635334,5371598
10-14,5877344,5605447
15-19,6177247,5901140
20-24,6482494,6222795
25-29,6860277,6627340
30-34,7201909,7005627
35-39,7190097,7052187
40-44,7244550,7197105
45-49,7720083,7773607
50-54,7994391,8170831
55-59,7665586,7990643
60-64,7398213,7936015
65-69,6963958,7771153
70-74,5666555,6651805
75-79,4253262,5343931
80-84,3064345,4229252
85-89,1851632,2902989
90-94,808775,1511612
95-99,247925,574264
100+,46871,138032
