Age,M,F
0-4,6237615,6119801
5-9,5194038,5136544
10-14,4252013,4217119
15-19,3448044,3427065
20-24,3155797,3139781
25-29,2622765,2613058
30-34,2405050,2397585
35-39,1956719,1951152
40-44,1602905,1616058
45-49,1396995,1424798
50-54,1136140,1185246
55-59,858789,934976
60-64,682161,792998
65-69,454607,555165
70-74,282413,376560
75-79,158194,217053
80-84,67425,100107
85-89,21428,33541
90-94,2055,3526
95-99,538,944
100+,165,302
