Age,M,F
0-4,7654100,7339949
5-9,8298351,7981765
10-14,8814964,8493572
15-19,8736084,8456902
20-24,8793324,8629177
25-29,8837081,8815205
30-34,7966678,8064613
35-39,7021273,7223687
40-44,6553190,6860389
45-49,5995068,6373749
50-54,4997010,5399858
55-59,4057864,4478295
60-64,3054997,3467236
65-69,2176106,2575811
70-74,1641133,2071225
75-79,1014046,1398688
80-84,589427,917651
85-89,242944,436377
90-94,74869,152864
95-99,15982,36181
100+,1778,4174
