Age,M,F
0-4,7432355,7294142
5-9,6844309,6776431
10-14,5926480,5875382
15-19,5101931,5059625
20-24,4165452,4146611
25-29,3344214,3344224
30-34,3032683,3036836
35-39,2495897,2503283
40-44,2255222,2272662
45-49,1802450,1823928
50-54,1438905,1480743
55-59,1201693,1266408
60-64,920801,1003917
65-69,633821,735381
70-74,432046,555583
75-79,228065,322123
80-84,99321,156426
85-89,32490,51304
90-94,6495,11248
95-99,786,1503
100+,31,58
