Age,M,F
0-4,4379732,4171733
5-9,4516042,4301661
10-14,4666429,4445141
15-19,4849139,4621807
20-24,5030347,4804672
25-29,5215906,4996168
30-34,5382672,5171664
35-39,5532732,5335500
40-44,5728975,5550260
45-49,5967380,5815095
50-54,6198957,6088422
55-59,6460817,6417109
60-64,6619026,6677614
65-69,6356481,6558496
70-74,6019486,6428008
75-79,5798651,6475902
80-84,5055411,6010856
85-89,3602314,4704543
90-94,2112870,3184836
95-99,890956,1636685
100+,219899,530123
